A Homogeneous Main-Sequence Model
 The surface conditions are:        The central conditions are:
 Mtot =  1.000000E+00 Msun          Mc/Mtot     =  6.21599E-01
 Rtot =  1.020998E+00 Rsun          Rc/Rtot     =  1.43000E-01
 Ltot =  8.607100E-01 Lsun          Lc/Ltot     = -3.98213E-01
 Teff =  5.500200E+03 K             Density     =  2.81297E+02
 X    =  7.000000E-01               Temperature =  3.59731E+07
 Y    =  0.000000E+00               Pressure    =  1.29397E+18 dynes/cm**2
 Z    =  3.000000E-01               epsilon     = -1.06065E+00 ergs/s/g
                                    dlnP/dlnT   = -1.86483E+01
Notes:
 (1) Mass is listed as Qm = 1.0 - M_r/Mtot, where Mtot =     1.989e+33
 (2) Convective zones are indicated by c, radiative zones by r
 (3) dlnP/dlnT may be limited to +99.9 or -99.9# if so it is
 labeled by *
   r        Qm       L_r       T        P        rho      kap      eps     dlPdlT
1.02E+10 3.78E-01 -1.31E+33 1.46E+07 1.52E+17 8.12E+01 2.05E+01 3.01E+01 c -18.6
1.09E+10 3.44E-01 7.81E+32 1.49E+07 1.14E+17 6.01E+01 1.53E+01 2.61E+01 r   7.4
1.16E+10 3.14E-01 1.98E+33 1.43E+07 8.73E+16 4.76E+01 1.45E+01 1.44E+01 r   5.3
1.23E+10 2.86E-01 2.57E+33 1.36E+07 6.74E+16 3.86E+01 1.45E+01 7.91E+00 r   4.8
1.30E+10 2.61E-01 2.88E+33 1.29E+07 5.24E+16 3.16E+01 1.49E+01 4.67E+00 r   4.6
1.37E+10 2.38E-01 3.05E+33 1.23E+07 4.10E+16 2.61E+01 1.53E+01 2.91E+00 r   4.5
1.44E+10 2.17E-01 3.14E+33 1.16E+07 3.22E+16 2.16E+01 1.59E+01 1.87E+00 r   4.5
1.51E+10 1.98E-01 3.20E+33 1.10E+07 2.55E+16 1.80E+01 1.65E+01 1.22E+00 r   4.5
1.58E+10 1.80E-01 3.24E+33 1.05E+07 2.02E+16 1.51E+01 1.71E+01 8.01E-01 r   4.5
1.66E+10 1.64E-01 3.26E+33 9.96E+06 1.61E+16 1.26E+01 1.77E+01 5.30E-01 r   4.5
1.73E+10 1.49E-01 3.27E+33 9.47E+06 1.29E+16 1.06E+01 1.84E+01 3.52E-01 r   4.5
1.80E+10 1.36E-01 3.28E+33 9.02E+06 1.03E+16 8.94E+00 1.90E+01 2.34E-01 r   4.5
1.87E+10 1.23E-01 3.29E+33 8.59E+06 8.31E+15 7.56E+00 1.97E+01 1.56E-01 r   4.5
1.94E+10 1.12E-01 3.29E+33 8.19E+06 6.71E+15 6.40E+00 2.03E+01 1.05E-01 r   4.5
2.01E+10 1.01E-01 3.29E+33 7.82E+06 5.44E+15 5.43E+00 2.10E+01 7.03E-02 r   4.5
2.08E+10 9.20E-02 3.29E+33 7.46E+06 4.42E+15 4.62E+00 2.17E+01 4.72E-02 r   4.5
2.15E+10 8.34E-02 3.29E+33 7.13E+06 3.60E+15 3.94E+00 2.23E+01 3.18E-02 r   4.5
2.22E+10 7.56E-02 3.29E+33 6.82E+06 2.94E+15 3.36E+00 2.30E+01 2.14E-02 r   4.5
2.30E+10 6.85E-02 3.29E+33 6.52E+06 2.40E+15 2.88E+00 2.37E+01 1.44E-02 r   4.5
2.37E+10 6.20E-02 3.29E+33 6.24E+06 1.97E+15 2.46E+00 2.44E+01 9.74E-03 r   4.5
2.44E+10 5.61E-02 3.29E+33 5.98E+06 1.62E+15 2.11E+00 2.51E+01 6.58E-03 r   4.5
2.51E+10 5.07E-02 3.29E+33 5.73E+06 1.33E+15 1.82E+00 2.58E+01 4.44E-03 r   4.6
2.58E+10 4.58E-02 3.29E+33 5.49E+06 1.10E+15 1.56E+00 2.65E+01 3.00E-03 r   4.6
2.65E+10 4.14E-02 3.29E+33 5.26E+06 9.07E+14 1.34E+00 2.73E+01 2.02E-03 r   4.6
2.72E+10 3.73E-02 3.29E+33 5.05E+06 7.50E+14 1.16E+00 2.80E+01 1.36E-03 r   4.6
2.79E+10 3.36E-02 3.29E+33 4.84E+06 6.21E+14 1.00E+00 2.87E+01 9.19E-04 r   4.6
2.86E+10 3.03E-02 3.29E+33 4.65E+06 5.15E+14 8.64E-01 2.95E+01 6.18E-04 r   4.6
2.93E+10 2.73E-02 3.29E+33 4.46E+06 4.27E+14 7.46E-01 3.03E+01 4.15E-04 r   4.6
3.01E+10 2.45E-02 3.29E+33 4.29E+06 3.55E+14 6.46E-01 3.10E+01 2.79E-04 r   4.6
3.08E+10 2.20E-02 3.29E+33 4.12E+06 2.95E+14 5.59E-01 3.18E+01 1.87E-04 r   4.6
3.15E+10 1.98E-02 3.29E+33 3.95E+06 2.45E+14 4.84E-01 3.27E+01 1.25E-04 r   4.6
3.22E+10 1.77E-02 3.29E+33 3.80E+06 2.04E+14 4.19E-01 3.35E+01 8.30E-05 r   4.6
3.29E+10 1.59E-02 3.29E+33 3.65E+06 1.70E+14 3.63E-01 3.43E+01 5.52E-05 r   4.6
3.36E+10 1.42E-02 3.29E+33 3.51E+06 1.41E+14 3.14E-01 3.52E+01 3.65E-05 r   4.6
3.43E+10 1.27E-02 3.29E+33 3.37E+06 1.18E+14 2.72E-01 3.61E+01 2.41E-05 r   4.6
3.50E+10 1.13E-02 3.29E+33 3.24E+06 9.80E+13 2.36E-01 3.70E+01 1.59E-05 r   4.6
3.57E+10 1.01E-02 3.29E+33 3.11E+06 8.16E+13 2.05E-01 3.79E+01 1.04E-05 r   4.6
3.58E+10 9.94E-03 3.29E+33 3.10E+06 8.01E+13 2.02E-01 3.80E+01 9.95E-06 r   4.6
3.59E+10 9.83E-03 3.29E+33 3.09E+06 7.87E+13 1.99E-01 3.81E+01 9.54E-06 r   4.6
3.60E+10 9.71E-03 3.29E+33 3.07E+06 7.72E+13 1.96E-01 3.82E+01 9.14E-06 r   4.6
3.60E+10 9.60E-03 3.29E+33 3.06E+06 7.58E+13 1.93E-01 3.82E+01 8.76E-06 r   4.6
3.61E+10 9.49E-03 3.29E+33 3.05E+06 7.45E+13 1.90E-01 3.83E+01 8.39E-06 r   4.6
3.62E+10 9.37E-03 3.29E+33 3.04E+06 7.31E+13 1.88E-01 3.84E+01 8.04E-06 r   4.6
3.62E+10 9.27E-03 3.29E+33 3.02E+06 7.18E+13 1.85E-01 3.85E+01 7.70E-06 r   4.6
3.63E+10 9.16E-03 3.29E+33 3.01E+06 7.05E+13 1.82E-01 3.86E+01 7.38E-06 r   4.6
3.64E+10 9.05E-03 3.29E+33 3.00E+06 6.92E+13 1.80E-01 3.87E+01 7.07E-06 r   4.6
3.65E+10 8.94E-03 3.29E+33 2.99E+06 6.79E+13 1.77E-01 3.88E+01 6.77E-06 r   4.6
3.65E+10 8.84E-03 3.29E+33 2.98E+06 6.67E+13 1.75E-01 3.89E+01 6.48E-06 r   4.6
3.66E+10 8.73E-03 3.29E+33 2.97E+06 6.55E+13 1.72E-01 3.90E+01 6.21E-06 r   4.6
3.67E+10 8.63E-03 3.29E+33 2.95E+06 6.43E+13 1.70E-01 3.91E+01 5.95E-06 r   4.6
3.67E+10 8.53E-03 3.29E+33 2.94E+06 6.31E+13 1.67E-01 3.92E+01 5.70E-06 r   4.6
3.68E+10 8.43E-03 3.29E+33 2.93E+06 6.20E+13 1.65E-01 3.93E+01 5.46E-06 r   4.6
3.69E+10 8.33E-03 3.29E+33 2.92E+06 6.09E+13 1.63E-01 3.94E+01 5.22E-06 r   4.6
3.70E+10 8.23E-03 3.29E+33 2.91E+06 5.97E+13 1.60E-01 3.95E+01 5.00E-06 r   4.6
3.70E+10 8.13E-03 3.29E+33 2.89E+06 5.87E+13 1.58E-01 3.96E+01 4.79E-06 r   4.6
3.71E+10 8.04E-03 3.29E+33 2.88E+06 5.76E+13 1.56E-01 3.97E+01 4.59E-06 r   4.6
3.72E+10 7.94E-03 3.29E+33 2.87E+06 5.65E+13 1.53E-01 3.98E+01 4.39E-06 r   4.6
3.72E+10 7.84E-03 3.29E+33 2.86E+06 5.55E+13 1.51E-01 3.99E+01 4.20E-06 r   4.6
3.73E+10 7.75E-03 3.29E+33 2.85E+06 5.45E+13 1.49E-01 4.00E+01 4.02E-06 r   4.6
3.74E+10 7.66E-03 3.29E+33 2.84E+06 5.35E+13 1.47E-01 4.01E+01 3.85E-06 r   4.6
3.74E+10 7.57E-03 3.29E+33 2.83E+06 5.25E+13 1.45E-01 4.02E+01 3.69E-06 r   4.6
3.75E+10 7.48E-03 3.29E+33 2.81E+06 5.16E+13 1.43E-01 4.03E+01 3.53E-06 r   4.6
3.76E+10 7.39E-03 3.29E+33 2.80E+06 5.06E+13 1.41E-01 4.04E+01 3.38E-06 r   4.6
3.77E+10 7.30E-03 3.29E+33 2.79E+06 4.97E+13 1.39E-01 4.05E+01 3.23E-06 r   4.6
3.77E+10 7.21E-03 3.29E+33 2.78E+06 4.88E+13 1.37E-01 4.06E+01 3.09E-06 r   4.6
3.78E+10 7.12E-03 3.29E+33 2.77E+06 4.79E+13 1.35E-01 4.07E+01 2.96E-06 r   4.6
3.79E+10 7.04E-03 3.29E+33 2.76E+06 4.70E+13 1.33E-01 4.08E+01 2.83E-06 r   4.6
3.79E+10 6.95E-03 3.29E+33 2.75E+06 4.62E+13 1.31E-01 4.09E+01 2.71E-06 r   4.6
3.80E+10 6.87E-03 3.29E+33 2.74E+06 4.53E+13 1.29E-01 4.10E+01 2.59E-06 r   4.6
3.81E+10 6.78E-03 3.29E+33 2.73E+06 4.45E+13 1.27E-01 4.11E+01 2.48E-06 r   4.6
3.82E+10 6.70E-03 3.29E+33 2.72E+06 4.37E+13 1.25E-01 4.12E+01 2.37E-06 r   4.6
3.82E+10 6.62E-03 3.29E+33 2.70E+06 4.29E+13 1.24E-01 4.13E+01 2.27E-06 r   4.6
3.83E+10 6.54E-03 3.29E+33 2.69E+06 4.21E+13 1.22E-01 4.14E+01 2.17E-06 r   4.6
3.84E+10 6.46E-03 3.29E+33 2.68E+06 4.13E+13 1.20E-01 4.15E+01 2.08E-06 r   4.6
3.84E+10 6.38E-03 3.29E+33 2.67E+06 4.06E+13 1.18E-01 4.16E+01 1.99E-06 r   4.6
3.85E+10 6.30E-03 3.29E+33 2.66E+06 3.98E+13 1.17E-01 4.17E+01 1.90E-06 r   4.6
3.86E+10 6.22E-03 3.29E+33 2.65E+06 3.91E+13 1.15E-01 4.18E+01 1.82E-06 r   4.6
3.87E+10 6.15E-03 3.29E+33 2.64E+06 3.84E+13 1.13E-01 4.19E+01 1.74E-06 r   4.6
3.87E+10 6.07E-03 3.29E+33 2.63E+06 3.77E+13 1.12E-01 4.20E+01 1.66E-06 r   4.6
3.88E+10 6.00E-03 3.29E+33 2.62E+06 3.70E+13 1.10E-01 4.21E+01 1.59E-06 r   4.6
3.89E+10 5.92E-03 3.29E+33 2.61E+06 3.63E+13 1.09E-01 4.22E+01 1.52E-06 r   4.6
3.89E+10 5.85E-03 3.29E+33 2.60E+06 3.56E+13 1.07E-01 4.23E+01 1.45E-06 r   4.6
3.90E+10 5.78E-03 3.29E+33 2.59E+06 3.50E+13 1.05E-01 4.24E+01 1.39E-06 r   4.6
3.91E+10 5.71E-03 3.29E+33 2.58E+06 3.43E+13 1.04E-01 4.25E+01 1.33E-06 r   4.6
3.92E+10 5.64E-03 3.29E+33 2.57E+06 3.37E+13 1.02E-01 4.26E+01 1.27E-06 r   4.6
3.92E+10 5.57E-03 3.29E+33 2.56E+06 3.31E+13 1.01E-01 4.27E+01 1.21E-06 r   4.6
3.93E+10 5.50E-03 3.29E+33 2.55E+06 3.25E+13 9.94E-02 4.28E+01 1.16E-06 r   4.6
3.94E+10 5.43E-03 3.29E+33 2.54E+06 3.19E+13 9.80E-02 4.29E+01 1.11E-06 r   4.6
3.94E+10 5.36E-03 3.29E+33 2.53E+06 3.13E+13 9.66E-02 4.30E+01 1.06E-06 r   4.6
3.95E+10 5.29E-03 3.29E+33 2.51E+06 3.07E+13 9.52E-02 4.31E+01 1.01E-06 r   4.6
3.96E+10 5.23E-03 3.29E+33 2.50E+06 3.01E+13 9.38E-02 4.32E+01 9.66E-07 r   4.6
3.97E+10 5.16E-03 3.29E+33 2.49E+06 2.96E+13 9.24E-02 4.34E+01 9.23E-07 r   4.6
3.97E+10 5.10E-03 3.29E+33 2.48E+06 2.90E+13 9.11E-02 4.35E+01 8.82E-07 r   4.6
3.98E+10 5.03E-03 3.29E+33 2.47E+06 2.85E+13 8.98E-02 4.36E+01 8.42E-07 r   4.6
3.99E+10 4.97E-03 3.29E+33 2.46E+06 2.80E+13 8.85E-02 4.37E+01 8.05E-07 r   4.6
3.99E+10 4.91E-03 3.29E+33 2.45E+06 2.75E+13 8.72E-02 4.38E+01 7.69E-07 r   4.6
4.00E+10 4.84E-03 3.29E+33 2.44E+06 2.69E+13 8.59E-02 4.39E+01 7.34E-07 r   4.6
4.01E+10 4.78E-03 3.29E+33 2.43E+06 2.65E+13 8.47E-02 4.40E+01 7.01E-07 r   4.6
4.01E+10 4.72E-03 3.29E+33 2.42E+06 2.60E+13 8.34E-02 4.41E+01 6.69E-07 r   4.6
4.02E+10 4.66E-03 3.29E+33 2.41E+06 2.55E+13 8.22E-02 4.42E+01 6.39E-07 r   4.6
4.03E+10 4.60E-03 3.29E+33 2.40E+06 2.50E+13 8.10E-02 4.43E+01 6.10E-07 r   4.6
4.04E+10 4.54E-03 3.29E+33 2.40E+06 2.45E+13 7.99E-02 4.44E+01 5.83E-07 r   4.6
4.04E+10 4.49E-03 3.29E+33 2.39E+06 2.41E+13 7.87E-02 4.46E+01 5.56E-07 r   4.6
4.05E+10 4.43E-03 3.29E+33 2.38E+06 2.36E+13 7.75E-02 4.47E+01 5.31E-07 r   4.6
4.06E+10 4.37E-03 3.29E+33 2.37E+06 2.32E+13 7.64E-02 4.48E+01 5.07E-07 r   4.6
4.06E+10 4.31E-03 3.29E+33 2.36E+06 2.28E+13 7.53E-02 4.49E+01 4.84E-07 r   4.6
4.07E+10 4.26E-03 3.29E+33 2.35E+06 2.23E+13 7.42E-02 4.50E+01 4.62E-07 r   4.6
4.08E+10 4.20E-03 3.29E+33 2.34E+06 2.19E+13 7.31E-02 4.51E+01 4.40E-07 r   4.6
4.09E+10 4.15E-03 3.29E+33 2.33E+06 2.15E+13 7.20E-02 4.52E+01 4.20E-07 r   4.6
4.09E+10 4.10E-03 3.29E+33 2.32E+06 2.11E+13 7.10E-02 4.53E+01 4.01E-07 r   4.6
